name,week_k_max,rsi_max,require_k_cross,require_macd_improve,require_close_ma20,require_twii_ma20,stop_loss,take_profit,max_hold,description,score,final_score,wf_windows,wf_positive_windows,wf_median_pf,wf_median_return,trades_train,win_rate_train,avg_return_train,profit_factor_train,max_drawdown_train,cagr_train,total_return_train,trades_test,win_rate_test,avg_return_test,profit_factor_test,max_drawdown_test,cagr_test,total_return_test
00981A_TECH,45,50,False,True,False,False,0.06,0.12,15,短線技術備援策略｜MACD改善｜風險優先,0.0,0.0,0,0,,,1,0.0,-0.06279800000000005,0.0,0.0,-0.9999999999484678,-0.06279800000000002,0,0.0,0.0,0.0,0.0,0.0,0.0
