date,action,stage,suggested_position_pct,reference_close,bottom_progress_pct,market_regime_score,confidence_grade,confidence_score,strategy,model_probability,strategy_vote_ratio
2026-07-30,歷史資料不足，暫不進場,資料觀察,0,23.760000228881836,33,23,D,30,00981A_TECH,,0.0
