date,action,stage,suggested_position_pct,reference_close,bottom_progress_pct,market_regime_score,confidence_grade,confidence_score,strategy,model_probability,strategy_vote_ratio
2026-07-30,不進場，維持0%,觀察,0,28.3799991607666,30,26,D,36,S05910,0.5444074784387798,0.0
