status,score,close,ret20,vol20,name,symbol
正常,38,93.5,-0.14062502410481892,0.32993452390067846,0050,0050.TW
正常,36,2205.0,-0.10547667342799194,0.3673390020701699,2330,2330.TW
正常,32,12.619999885559082,-0.22576684194772367,0.5297181899358513,00673R,00673R.TW
正常,1,18.540000915527344,-0.26806154870233656,0.5632690012555068,00982A,00982A.TW
正常,0,28.3799991607666,-0.27006177003321863,0.7007825271253232,00631L,00631L.TW
正常,0,242.25,-0.28917250975031283,0.7350887318765587,00675L,00675L.TW
正常,0,23.760000228881836,-0.2586583215450655,0.5978734885315614,00981A,00981A.TW
